macro_auc,accuracy,macro_f1,modality,occluded_region,auc_change_from_unperturbed,mean_true_class_probability_change
0.9324809027777777,0.8041666666666667,0.747799974630228,SLO,clinical_roi,-0.0034496527777777564,-0.01347886212170124
0.9299375,0.8,0.7416486040517047,SLO,border,-0.005993055555555515,-0.013931735418736935
0.9251770833333334,0.8125,0.7499513812372636,OCT,clinical_roi,-0.010753472222222116,-0.007673354819417
0.9307465277777778,0.8125,0.7542524577121967,OCT,border,-0.005184027777777711,-0.00037748884642496705
0.8302534722222222,0.5875,0.49359243697479,VF,clinical_roi,-0.10567708333333325,-0.34102535247802734
0.9050381944444443,0.7083333333333334,0.6737162208860321,VF,border,-0.030892361111111155,-0.1858261674642563
